class,subclass,resource,fips,county,state_name,usdaregion,"County Square Miles",model_name,scenario_name,price_offered,production,production_unit,btu_ton,production_energy_content,energy_content_unit,production_density_dtpersqmi,landsource
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55009,"Brown County",Wisconsin,"Lake States",531.24,"NASS 2017 Census",emerging,40,185.50,dt,17368000,3221764000,BTU,0.35,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55085,"Oneida County",Wisconsin,"Lake States",1236.57,"NASS 2017 Census",emerging,40,873.60,dt,17368000,15172684800,BTU,0.71,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market medium",400,7121.32,dt,23288300,165843436556,BTU,14.83,Crop
"agriculture land","Energy crops, woody",Willow,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market low",70,4234.00,dt,17296000,73231264000,BTU,5.15,Pasture
"agriculture land","Energy crops, woody",Poplar,55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,"mature-market low",70,3521.00,dt,16904000,59518984000,BTU,3.58,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,"mature-market medium",70,106507.00,dt,16660000,1774406620000,BTU,74.52,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55137,"Waushara County",Wisconsin,"Lake States",637.4,"NASS 2017 Census","mature-market low",40,16.20,dt,17368000,281361600,BTU,0.03,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55115,"Shawano County",Wisconsin,"Lake States",909.4,"NASS 2017 Census","mature-market low",40,51.50,dt,17368000,894452000,BTU,0.06,Crop
"agriculture land","Agricultural residues","Oats straw",55057,"Juneau County",Wisconsin,"Lake States",805.17,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,emerging,70,21932.00,dt,16660000,365387120000,BTU,24.70,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55113,"Sawyer County",Wisconsin,"Lake States",1350.24,"NASS 2017 Census","mature-market high",40,30.00,dt,17368000,521040000,BTU,0.02,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55113,"Sawyer County",Wisconsin,"Lake States",1350.24,"NASS 2017 Census","mature-market medium",40,30.00,dt,17368000,521040000,BTU,0.02,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55081,"Monroe County",Wisconsin,"Lake States",908.08,"NASS 2017 Census",near-term,40,113.00,dt,17368000,1962584000,BTU,0.12,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55083,"Oconto County",Wisconsin,"Lake States",1016.31,"NASS 2017 Census","mature-market low",40,2.10,dt,17368000,36472800,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55131,"Washington County",Wisconsin,"Lake States",435.66,"NASS 2017 Census","mature-market high",40,73.00,dt,17368000,1267864000,BTU,0.17,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55097,"Portage County",Wisconsin,"Lake States",822.82,"NASS 2017 Census",emerging,40,952.60,dt,17368000,16544756800,BTU,1.16,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market high",70,14962.00,dt,16660000,249266920000,BTU,30.69,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55013,"Burnett County",Wisconsin,"Lake States",880.22,"NASS 2017 Census","mature-market high",40,9.40,dt,17368000,163259200,BTU,0.01,Crop
"agriculture land","Agricultural residues","Oats straw",55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,emerging,70,679.00,dt,17296000,11743984000,BTU,1.56,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",400,8800.71,dt,23288300,204953574692,BTU,9.45,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55035,"Eau Claire County",Wisconsin,"Lake States",645.2,POLYSYS,emerging,70,25225.00,dt,16660000,420248500000,BTU,39.10,Crop
"agriculture land","Agricultural residues","Wheat straw",55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market low",70,110679.00,dt,16660000,1843912140000,BTU,118.90,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market high",70,74957.00,dt,16660000,1248783620000,BTU,78.37,Crop
"agriculture land","Energy crops, woody",Willow,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market high",70,6773.00,dt,17296000,117145808000,BTU,7.47,Pasture
"agriculture land","Agricultural residues","Wheat straw",55071,"Manitowoc County",Wisconsin,"Lake States",594.62,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market low",70,39660.00,dt,15722000,623534520000,BTU,43.67,Crop
"agriculture land","Agricultural residues","Oats straw",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,"mature-market medium",70,37979.00,dt,16660000,632730140000,BTU,41.82,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,"mature-market high",70,298968.00,dt,16660000,4980806880000,BTU,328.75,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55027,"Dodge County",Wisconsin,"Lake States",907.1,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market high",70,69457.00,dt,16660000,1157153620000,BTU,78.06,Pasture
"agriculture land","Energy crops, woody",Poplar,55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market medium",70,818.00,dt,16904000,13827472000,BTU,1.54,Pasture
"agriculture land","Agricultural residues","Corn stover",55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,emerging,70,13605.00,dt,15722000,213897810000,BTU,16.67,Crop
"agriculture land","Agricultural residues","Wheat straw",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,"mature-market low",70,110162.00,dt,15722000,1731966964000,BTU,69.89,Crop
"agriculture land","Agricultural residues","Wheat straw",55079,"Milwaukee County",Wisconsin,"Lake States",242.17,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market low",70,119453.00,dt,15722000,1878040066000,BTU,134.25,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,"mature-market medium",400,22552.59,dt,23288300,525211481697,BTU,38.70,Crop
"agriculture land","Agricultural residues","Oats straw",55015,"Calumet County",Wisconsin,"Lake States",397.08,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market low",70,6662.00,dt,16660000,110988920000,BTU,10.50,Pasture
"agriculture land","Energy crops, woody",Willow,55091,"Pepin County",Wisconsin,"Lake States",248.7,POLYSYS,"mature-market low",70,67.00,dt,17296000,1158832000,BTU,0.27,Pasture
"agriculture land","Energy crops, woody",Willow,55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,POLYSYS,"mature-market high",70,6682.00,dt,17296000,115571872000,BTU,8.73,Pasture
"agriculture land","Agricultural residues","Corn stover",55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,near-term,70,184151.00,dt,15722000,2895222022000,BTU,253.60,Crop
"agriculture land","Agricultural residues","Corn stover",55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,emerging,70,30084.00,dt,15722000,472980648000,BTU,34.18,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55089,"Ozaukee County",Wisconsin,"Lake States",235.28,POLYSYS,"mature-market high",70,1299.00,dt,16660000,21641340000,BTU,5.52,Pasture
"agriculture land","Agricultural residues","Wheat straw",55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55037,"Florence County",Wisconsin,"Lake States",497.43,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market low",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,emerging,70,533957.00,dt,16660000,8895723620000,BTU,338.73,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,emerging,70,11025.00,dt,16660000,183676500000,BTU,18.40,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55043,"Grant County",Wisconsin,"Lake States",1183.37,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, woody",Willow,55043,"Grant County",Wisconsin,"Lake States",1183.37,POLYSYS,emerging,70,2515.00,dt,17296000,43499440000,BTU,2.13,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,"mature-market low",70,10455.00,dt,16660000,174180300000,BTU,9.92,Crop
"agriculture land","Agricultural residues","Corn stover",55059,"Kenosha County",Wisconsin,"Lake States",278.42,POLYSYS,emerging,70,126805.00,dt,15722000,1993628210000,BTU,455.45,Crop
"agriculture land","Agricultural residues","Corn stover",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,near-term,70,81039.00,dt,15722000,1274095158000,BTU,140.07,Crop
"agriculture land","Agricultural residues","Wheat straw",55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55053,"Jackson County",Wisconsin,"Lake States",1000.48,POLYSYS,"mature-market high",400,13439.20,dt,23288300,312976121360,BTU,13.43,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,emerging,70,11918.00,dt,16660000,198553880000,BTU,31.35,Pasture
"agriculture land","Energy crops, woody",Willow,55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,emerging,70,342950.00,dt,17296000,5931663200000,BTU,217.56,Crop
"agriculture land","Energy crops, woody",Willow,55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market low",70,1014.00,dt,17296000,17538144000,BTU,1.76,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",70,138931.00,dt,16660000,2314590460000,BTU,149.25,Crop
"agriculture land","Agricultural residues","Sorghum stubble",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,emerging,70,0.00,dt,14830000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,emerging,70,671.00,dt,15722000,10549462000,BTU,0.76,Crop
"agriculture land","Energy crops, woody",Willow,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market low",70,2079.00,dt,17296000,35958384000,BTU,3.47,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market low",70,58383.00,dt,16660000,972660780000,BTU,61.04,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market medium",70,7403.00,dt,16660000,123333980000,BTU,11.67,Pasture
"agriculture land","Agricultural residues","Oats straw",55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,emerging,70,4071.00,dt,16660000,67822860000,BTU,7.06,Pasture
"agriculture land","Energy crops, woody",Willow,55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,"mature-market high",70,1405.00,dt,17296000,24300880000,BTU,2.37,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market medium",70,61583.00,dt,16424000,1011439192000,BTU,66.16,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55087,"Outagamie County",Wisconsin,"Lake States",644.61,POLYSYS,"mature-market low",400,25117.91,dt,23288300,584953423453,BTU,38.97,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market low",70,4991.00,dt,16660000,83150060000,BTU,7.03,Pasture
"agriculture land","Agricultural residues","Oats straw",55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,near-term,70,12972.00,dt,15722000,203945784000,BTU,15.20,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market high",70,72652.00,dt,16660000,1210382320000,BTU,75.96,Pasture
"agriculture land","Agricultural residues","Oats straw",55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,"mature-market high",70,520.00,dt,16904000,8790080000,BTU,1.51,Pasture
"agriculture land","Energy crops, woody",Poplar,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,emerging,70,1920.00,dt,16904000,32455680000,BTU,1.50,Pasture
"agriculture land","Agricultural residues","Oats straw",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55113,"Sawyer County",Wisconsin,"Lake States",1350.24,POLYSYS,"mature-market high",70,5875.00,dt,15722000,92366750000,BTU,4.35,Crop
"agriculture land","Energy crops, woody",Poplar,55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,emerging,70,503.00,dt,16904000,8502712000,BTU,0.87,Pasture
"agriculture land","Agricultural residues","Oats straw",55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55007,"Bayfield County",Wisconsin,"Lake States",1511.34,POLYSYS,"mature-market medium",70,21273.00,dt,16660000,354408180000,BTU,14.08,Crop
"agriculture land","Agricultural residues","Corn stover",55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market low",70,152444.00,dt,15722000,2396724568000,BTU,260.79,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55091,"Pepin County",Wisconsin,"Lake States",248.7,POLYSYS,"mature-market high",400,7096.34,dt,23288300,165261694822,BTU,28.53,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55109,"St. Croix County",Wisconsin,"Lake States",735.19,POLYSYS,"mature-market medium",400,23027.64,dt,23288300,536274588612,BTU,31.32,Crop
"agriculture land","Agricultural residues","Corn stover",55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,near-term,70,16825.00,dt,15722000,264522650000,BTU,19.11,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,"mature-market high",400,14298.80,dt,23288300,332994744040,BTU,18.69,Crop
"agriculture land","Agricultural residues","Corn stover",55051,"Iron County",Wisconsin,"Lake States",802.62,POLYSYS,emerging,70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55103,"Richland County",Wisconsin,"Lake States",589.3,POLYSYS,"mature-market high",70,489.00,dt,16904000,8266056000,BTU,0.83,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55109,"St. Croix County",Wisconsin,"Lake States",735.19,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55067,"Langlade County",Wisconsin,"Lake States",887.79,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Wheat straw",55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55061,"Kewaunee County",Wisconsin,"Lake States",343.95,POLYSYS,emerging,70,520.00,dt,16904000,8790080000,BTU,1.51,Pasture
"agriculture land","Agricultural residues","Wheat straw",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55011,"Buffalo County",Wisconsin,"Lake States",709.59,POLYSYS,"mature-market high",70,1304.00,dt,17296000,22553984000,BTU,1.84,Pasture
"agriculture land","Agricultural residues","Oats straw",55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market high",70,5993.00,dt,17296000,103654928000,BTU,8.25,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,"mature-market low",70,15775.00,dt,16660000,262811500000,BTU,27.07,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55083,"Oconto County",Wisconsin,"Lake States",1016.31,POLYSYS,"mature-market high",400,15110.85,dt,23288300,351906008055,BTU,14.87,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market medium",400,35041.90,dt,23288300,816066279770,BTU,48.26,Crop
"agriculture land","Agricultural residues","Oats straw",55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,emerging,70,34213.00,dt,15722000,537896786000,BTU,70.17,Crop
"agriculture land","Agricultural residues","Oats straw",55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Oats straw",55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,"mature-market medium",70,19207.00,dt,15722000,301972454000,BTU,19.51,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,emerging,70,9192.00,dt,16660000,153138720000,BTU,12.39,Pasture
"agriculture land","Energy crops, woody",Poplar,55031,"Douglas County",Wisconsin,"Lake States",1332.11,POLYSYS,"mature-market high",70,2394.00,dt,16904000,40468176000,BTU,1.80,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55087,"Outagamie County",Wisconsin,"Lake States",644.61,POLYSYS,emerging,400,25117.91,dt,23288300,584953423453,BTU,38.97,Crop
"agriculture land","Agricultural residues","Corn stover",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,near-term,70,359958.00,dt,15722000,5659259676000,BTU,290.88,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55033,"Dunn County",Wisconsin,"Lake States",863.89,POLYSYS,"mature-market high",400,26243.75,dt,23288300,611172323125,BTU,30.38,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market high",70,4092.00,dt,16660000,68172720000,BTU,8.52,Pasture
"agriculture land","Agricultural residues","Wheat straw",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,70,6910.00,dt,17296000,119515360000,BTU,8.68,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,"mature-market high",70,57887.00,dt,16660000,964397420000,BTU,67.84,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55099,"Price County",Wisconsin,"Lake States",1278.04,POLYSYS,"mature-market high",70,28455.00,dt,16660000,474060300000,BTU,22.26,Pasture
"agriculture land","Energy crops, woody",Willow,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,"mature-market high",70,3684.00,dt,17296000,63718464000,BTU,6.32,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55069,"Lincoln County",Wisconsin,"Lake States",906.79,POLYSYS,"mature-market high",70,64406.00,dt,16660000,1073003960000,BTU,71.03,Crop
"agriculture land","Agricultural residues","Corn stover",55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,"mature-market high",70,266144.00,dt,15722000,4184315968000,BTU,449.01,Crop
"agriculture land","Agricultural residues","Oats straw",55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Corn stover",55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,near-term,70,116214.00,dt,15722000,1827116508000,BTU,201.55,Crop
"agriculture land","Agricultural residues","Corn stover",55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,"mature-market medium",70,166574.00,dt,15722000,2618876428000,BTU,438.20,Crop
"agriculture land","Energy crops, woody",Poplar,55121,"Trempealeau County",Wisconsin,"Lake States",741.98,POLYSYS,"mature-market medium",70,727.00,dt,16904000,12289208000,BTU,0.98,Pasture
"agriculture land","Energy crops, woody",Willow,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,emerging,70,27534.00,dt,17296000,476228064000,BTU,33.46,Crop
"agriculture land","Energy crops, woody",Willow,55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market medium",70,2270.00,dt,17296000,39261920000,BTU,4.66,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55113,"Sawyer County",Wisconsin,"Lake States",1350.24,POLYSYS,"mature-market high",70,27448.00,dt,16660000,457283680000,BTU,20.33,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55107,"Rusk County",Wisconsin,"Lake States",930.86,POLYSYS,"mature-market high",70,39542.00,dt,16424000,649437808000,BTU,42.48,Crop
"agriculture land","Agricultural residues","Corn stover",55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market high",70,86035.00,dt,15722000,1352642270000,BTU,161.95,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55123,"Vernon County",Wisconsin,"Lake States",816.38,POLYSYS,"mature-market high",70,20857.00,dt,16660000,347477620000,BTU,25.55,Pasture
"agriculture land","Energy crops, herbaceous",Switchgrass,55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market high",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Wheat straw",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,near-term,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,emerging,70,5903.00,dt,16904000,99784312000,BTU,6.00,Pasture
"agriculture land","Agricultural residues","Oats straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market medium",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, woody",Poplar,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market low",70,3341.00,dt,16904000,56476264000,BTU,2.74,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,"mature-market high",400,17419.68,dt,23288300,405674733744,BTU,22.68,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55085,"Oneida County",Wisconsin,"Lake States",1236.57,POLYSYS,emerging,70,11755.00,dt,16660000,195838300000,BTU,9.51,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55031,"Douglas County",Wisconsin,"Lake States",1332.11,POLYSYS,"mature-market low",70,528.00,dt,16660000,8796480000,BTU,0.40,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55127,"Walworth County",Wisconsin,"Lake States",576.6,POLYSYS,"mature-market low",70,2759.00,dt,16660000,45964940000,BTU,4.78,Pasture
"agriculture land","Agricultural residues","Oats straw",55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
